"","X","time_stamp","event","worker_id","file_name.x","session_id","microtask_id","question_type","question","answer","answer_index","confidence","difficulty","duration","explanation","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score.x","test_duration","feedback","quit_fileName","quit_reason","line","char_count","cyclomatic_complexity","length_Halstead","volume_Halstead","LOC","trimmed_LOC","s_char_count","s_cyclomatic_complexity","s_length_Halstead","s_volume_Halstead","s_LOC","s_trimmed_LOC","LineID","isBugCovering","type","faulty_lines","all_Lines","LOC_inspection","LOC_original","isAnswerCorrect","file_name.y","adjusted_score","qualification_score.y","testDuration_fastMembership","is_fast"
"306",192,"Tue 2015 Jul 07 10:35:21.394","MICROTASK","645ca0i0i87-5:419ee1I0A201_3","HIT04_7","711gE8i-5c9-20","33","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'period' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,2,2,98554,"the  period  variable is used to set the start; end; and middle variables but these aren t used when calculating the MaxMiddleIndex. Therefore; it doesn t appear they re affecting the failure.",1.44e+12,"c++","Professional_Developer","Male","High_School;University;Other_i_really_dont_remember_a_time_when_i_couldnt",20,"USA",25,TRUE,TRUE,TRUE,TRUE,TRUE,5,902830,"nothing to add!","","",256,57,1,11,33,1,1,1537,19,900,4853.085681,78,52,256,FALSE,"variable","","256;258;259",2,3,TRUE,"HIT04_7",0.880821906012702,4,0.546346894217195,TRUE
"308",193,"Tue 2015 Jul 07 10:35:35.423","MICROTASK","23EE-1c8E1-7-2:16eA-3g-9A-7-5-3_3","HIT04_7","709Ie8c8G8-4-1","48","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 284 and 296 that might be related to the failure?","I_DO_NOT_KNOW",2,0,3,85744,"This block modifies minMiddleIndex which is later used as to determine maxMiddleIndex; but I can t tell for sure because it s not clear what this function is supposed to do.",1.44e+12,"PHP;MySQL","Professional_Developer","Female","University;Web",6,"INDIA",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,422737,"Very Interesting task. Many Thanks.","","",284,302,4,183,827.811838,13,10,1537,19,900,4853.085681,78,52,284,FALSE,"conditional","","284;285;287;289;290;291;295",7,13,TRUE,"HIT02_24",1.14407742243869,5,0.633395166880102,TRUE
"310",194,"Tue 2015 Jul 07 10:35:40.389","MICROTASK","270eG-5c6A3-46:65eI-2i-2I-9-36_3","HIT04_7","708Ai-6c-3A-45-7","49","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 's' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,2,69926,"The variable declaration is not causing the exception raised.",1.44e+12,"C#","Professional_Developer","Male","High_School;University;Other_On_the_job",20,"USA",38,TRUE,TRUE,TRUE,TRUE,TRUE,5,56650,"","","",285,64,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,285,FALSE,"variable","","285;289",2,2,TRUE,"HIT01_8",0.677612280220928,4,0.57158821794332,TRUE
"313",196,"Tue 2015 Jul 07 10:36:22.599","MICROTASK","270eG-5c6A3-46:65eI-2i-2I-9-36_3","HIT04_7","708Ai-6c-3A-45-7","36","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getStart'  at line  258 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,2,42210,"The variable declaration is not related to the exception raised on MaxMiddleIndex.",1.44e+12,"C#","Professional_Developer","Male","High_School;University;Other_On_the_job",20,"USA",38,TRUE,TRUE,TRUE,TRUE,TRUE,5,56650,"","","",258,41,1,16,44.91767875,1,1,1537,19,900,4853.085681,78,52,258,FALSE,"method invocation","","258",1,1,TRUE,"HIT01_8",0.677612280220928,4,0.57158821794332,TRUE
"315",197,"Tue 2015 Jul 07 10:36:35.179","MICROTASK","23EE-1c8E1-7-2:16eA-3g-9A-7-5-3_3","HIT04_7","709Ie8c8G8-4-1","35","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'start' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,4,2,59756,"Start seems to be being set correctly.",1.44e+12,"PHP;MySQL","Professional_Developer","Female","University;Web",6,"INDIA",31,TRUE,TRUE,TRUE,TRUE,FALSE,4,422737,"Very Interesting task. Many Thanks.","","",258,41,1,16,44.91767875,1,1,1537,19,900,4853.085681,78,52,258,FALSE,"variable","","258;260;265;276",4,4,TRUE,"HIT02_24",1.14407742243869,5,0.633395166880102,TRUE
"319",200,"Tue 2015 Jul 07 10:43:09.207","MICROTASK","59gA3i5E2-7-9:249IE-2a8E-92-1_3","HIT04_7","706GE-5I6e7-4-8","64","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd; getPeriod; getDataItem'  at line  313 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,4,314499,"The method invocation is well done. If there is a problem; it should be with the values of the arguments; not the invocation",1.44e+12,"C++","Graduate_Student","Male","University;Web",12,"Colombia",40,TRUE,TRUE,TRUE,TRUE,TRUE,5,334367,"nothing","","",313,75,1,41,136.1990519,2,2,1537,19,900,4853.085681,78,52,313,FALSE,"method invocation","","313",1,1,TRUE,"HIT03_6",0.361631124554418,3,0.670652635478779,TRUE
"322",202,"Tue 2015 Jul 07 10:43:49.465","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT01_8","412Gg4C8a0-5-6","6","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'hoursInMinutes' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,73235,"This is an integer being defined as another integer multiplied by 60. This looks fine.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",284,38,1,18,50.5323886,1,1,825,16,305,1644.656814,23,18,284,FALSE,"variable","","284;285;286;288",4,4,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"325",204,"Tue 2015 Jul 07 10:45:07.107","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT01_8","412Gg4C8a0-5-6","2","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 273 and 275 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,4,2,77641,"This shouldn t be causing an out of range error because this is only looking to see if the inputs are 0 so that shouldn t be the issue here.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",273,70,4,38,126.2332676,3,2,825,16,305,1644.656814,23,18,273,FALSE,"conditional","","273;274",2,2,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"329",207,"Tue 2015 Jul 07 10:46:03.258","MICROTASK","59gA3i5E2-7-9:249IE-2a8E-92-1_3","HIT04_7","706GE-5I6e7-4-8","51","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'e' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,2,174051,"The code cited is just a definition for a long value. The failure says it expected  <1>  a definition should not expect a specific value; so the failure cannot come from that.",1.44e+12,"C++","Graduate_Student","Male","University;Web",12,"Colombia",40,TRUE,TRUE,TRUE,TRUE,TRUE,5,334367,"nothing","","",287,62,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,287,FALSE,"variable","","287;289",2,2,TRUE,"HIT03_6",0.361631124554418,3,0.670652635478779,TRUE
"333",210,"Tue 2015 Jul 07 10:47:24.671","MICROTASK","358ig-7C7C5-1-2:10EI0c-3A0-3-9_3","HIT01_8","412Gg4C8a0-5-6","8","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'safeMultiply'  at line  290 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,1,5,137564,"I m leaning toward no here but I m not exactly sure. If this function is simply multiplying the two numbers then I don t think that would put the test out of range but I m not certain on this one.",1.44e+12,"SQL","Professional_Developer","Male","University",5,"USA",32,TRUE,TRUE,TRUE,TRUE,TRUE,5,69343,"I thought this was interesting.","","",290,85,1,20,60,1,1,825,16,305,1644.656814,23,18,290,FALSE,"method invocation","","290",1,1,TRUE,"HIT02_24",0.36058184096042,3,0.65282154944554,TRUE
"336",212,"Tue 2015 Jul 07 10:47:36.664","MICROTASK","59gA3i5E2-7-9:249IE-2a8E-92-1_3","HIT04_7","706GE-5I6e7-4-8","38","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'getTime; getEnd'  at line  259 that might be related to the failure?","I_DO_NOT_KNOW",3,0,2,93406,"The failure implies an expected value vs. another value that is get. This failure can only be produced if getEnd or getTime are not coded correctly; which I cannot know for sure.",1.44e+12,"C++","Graduate_Student","Male","University;Web",12,"Colombia",40,TRUE,TRUE,TRUE,TRUE,TRUE,5,334367,"nothing","","",259,37,1,16,44.91767875,1,1,1537,19,900,4853.085681,78,52,259,FALSE,"method invocation","","259",1,1,TRUE,"HIT03_6",0.361631124554418,3,0.670652635478779,TRUE
"344",216,"Tue 2015 Jul 07 10:50:47.285","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","9","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'forOffsetMillis'  at line  294 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,218839,"The exception is thrown out because the minutes argument being less than 0 is caught first so the program doesn t reach forOffsetMillis()",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",294,31,3,11,22,1,1,825,16,305,1644.656814,23,18,294,FALSE,"method invocation","","294",1,1,TRUE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"345",216,"Tue 2015 Jul 07 10:50:47.285","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","9","METHOD_INVOCATION","Is there any issue with the  method invocation(s) 'forOffsetMillis'  at line  294 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,5,2,218839,"The exception is thrown out because the minutes argument being less than 0 is caught first so the program doesn t reach forOffsetMillis()",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",294,31,3,11,22,1,1,825,16,305,1644.656814,23,18,294,FALSE,"method invocation","","294",1,1,TRUE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"350",220,"Tue 2015 Jul 07 10:52:37.272","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,109986,"offset is not even reached before the IllegalArgumentException is thrown",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"351",220,"Tue 2015 Jul 07 10:52:37.272","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","5","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'offset' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,1,109986,"offset is not even reached before the IllegalArgumentException is thrown",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",282,15,1,12,27.86313714,1,1,825,16,305,1644.656814,23,18,282,FALSE,"variable","","282;290;294",3,3,TRUE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"359",224,"Tue 2015 Jul 07 10:53:29.812","MICROTASK","844Cg1g5e1-17:255ei-8G8E85-8_3","HIT04_7","701Ge0E-1a-5-6-5","69","IF_CONDITIONAL","Is there any issue with the conditional clause between lines 326 and 328 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,3,3,316631,"There should not be an influence of this conditional clause on this failure.  This portion of the code deals with maxEndIndex; while the error occurred when maxMiddleIndex was used.",1.44e+12,"C++; Java","Undergraduate_Student","Male","High_School;University;Web",5,"United States",19,FALSE,TRUE,FALSE,TRUE,TRUE,3,140960,"This task was trickier than some.  It would have been useful to see the definitions for some of the other method that we called. ","","",326,45,2,37,117.2872251,3,2,1537,19,900,4853.085681,78,52,326,FALSE,"conditional","","326;327",2,3,TRUE,"HIT03_6",0.677612280220928,4,0.52779874948518,TRUE
"361",225,"Tue 2015 Jul 07 10:53:53.690","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,1,76418,"There is a logical check for if minuteOffset is less than 0 or greater than 59 causing it to throw an exception because the value is out of bounds (negative number)",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,TRUE,"HIT01_8",1.14407742243869,5,0.628522937730011,TRUE
"362",225,"Tue 2015 Jul 07 10:53:53.690","MICROTASK","1221iC8A5A242:495CC9e6a691:11aE2c-4c-9-86_3","HIT01_8","409ea6a7c-5-10","1","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'minutesOffset' in the source code below that might be related to the failure?","YES_THERE_IS_AN_ISSUE",3,5,1,76418,"There is a logical check for if minuteOffset is less than 0 or greater than 59 causing it to throw an exception because the value is out of bounds (negative number)",1.44e+12,"C++","Undergraduate_Student","Male","University;Web;Other_FIRST_Robotics",4,"United States",19,TRUE,FALSE,TRUE,TRUE,TRUE,4,258247,"The error was pretty easy to figure out but the organization of the function was annoying to grasp with all the conditional statements","","",272,118,3,16,53.15084952,1,1,825,16,305,1644.656814,23,18,279,TRUE,"variable","279","273;279;280;286;288;290",6,7,TRUE,"HIT06_51",1.14407742243869,5,0.645106277526334,TRUE
"365",227,"Tue 2015 Jul 07 10:55:27.320","MICROTASK","941eE-4G9i-56-4:283Aa7E0I474_3","HIT03_6","198ge-8c5e308","30","FOR_LOOP","Is there any issue with the For-loop between lines 94 and 96 that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,5,3,2852288,"The test doesn t use the related source code. Unless translate is called within another function that isnt provided there is no guaranteed way of knowing whether it is the source of failure or not.",1.44e+12,"Java","Undergraduate_Student","Male","High_School;University",5,"United States",21,FALSE,TRUE,FALSE,TRUE,TRUE,3,215811,"","","",94,102,2,52,203.158311,3,2,657,10,340,1991.713538,23,16,95,TRUE,"loop","95","94;95",2,3,FALSE,"HIT01_8",0.880821906012702,4,0.66862125370151,TRUE
"367",228,"Tue 2015 Jul 07 10:55:36.999","MICROTASK","941eE-4G9i-56-4:283Aa7E0I474_3","HIT03_6","198ge-8c5e308","24","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'consumed' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",3,5,3,9679,"The test doesn t use the related source code. Unless translate is called within another function that isnt provided there is no guaranteed way of knowing whether it is the source of failure or not.",1.44e+12,"Java","Undergraduate_Student","Male","High_School;University",5,"United States",21,FALSE,TRUE,FALSE,TRUE,TRUE,3,215811,"","","",85,42,1,21,63,1,1,657,10,340,1991.713538,23,16,85,FALSE,"variable","","85;86",3,3,TRUE,"HIT01_8",0.880821906012702,4,0.66862125370151,TRUE
"370",230,"Tue 2015 Jul 07 10:56:00.148","MICROTASK","1568aA-4c6i-106:505iC4e-2c-439_3","HIT04_7","699Ia8i4A-4-87","58","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'e' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",1,4,3,181427,"e is of type Long; which matches what is needed or can be cast appropriately.",1.44e+12,"Perl; SQL","Professional_Developer","Male","University;Web",15,"USA",39,TRUE,TRUE,TRUE,FALSE,FALSE,3,61163,"","","",301,62,1,23,72.90827503,1,1,1537,19,900,4853.085681,78,52,301,TRUE,"variable","301","301;303",2,2,FALSE,"HIT04_7",1.14407742243869,5,0.636250723520918,TRUE
"378",234,"Tue 2015 Jul 07 10:56:58.010","MICROTASK","1568aA-4c6i-106:505iC4e-2c-439_3","HIT04_7","699Ia8i4A-4-87","45","VARIABLE_DECLARATION","Is there any issue with the use or the definition of variable 'maxStart' in the source code below that might be related to the failure?","NO_THERE_IS_NOT_AN_ISSUE",2,3,3,57861,"Same as before; the variable is defined as a Long and is used correctly; or can be cast implicitly.",1.44e+12,"Perl; SQL","Professional_Developer","Male","University;Web",15,"USA",39,TRUE,TRUE,TRUE,FALSE,FALSE,3,61163,"","","",274,59,1,20,60,1,1,1537,19,900,4853.085681,78,52,274,FALSE,"variable","","274;276",2,2,TRUE,"HIT04_7",1.14407742243869,5,0.636250723520918,TRUE
